"Time","Day-ahead Price [EUR/MWh]"
"05.10.2022 21:00 - 05.10.2022 22:00","63.84"
"05.10.2022 22:00 - 05.10.2022 23:00","63.92"
"05.10.2022 23:00 - 06.10.2022 00:00","54.98"
"06.10.2022 00:00 - 06.10.2022 01:00","0.93"
"06.10.2022 01:00 - 06.10.2022 02:00","0.39"
"06.10.2022 02:00 - 06.10.2022 03:00","0.10"
"06.10.2022 03:00 - 06.10.2022 04:00","0.49"
"06.10.2022 04:00 - 06.10.2022 05:00","0.50"
"06.10.2022 05:00 - 06.10.2022 06:00","36.01"
"06.10.2022 06:00 - 06.10.2022 07:00","90.10"
"06.10.2022 07:00 - 06.10.2022 08:00","148.09"
"06.10.2022 08:00 - 06.10.2022 09:00","149.11"
"06.10.2022 09:00 - 06.10.2022 10:00","72.97"
"06.10.2022 10:00 - 06.10.2022 11:00","62.90"
"06.10.2022 11:00 - 06.10.2022 12:00","9.23"
"06.10.2022 12:00 - 06.10.2022 13:00","8.54"
"06.10.2022 13:00 - 06.10.2022 14:00","9.04"
"06.10.2022 14:00 - 06.10.2022 15:00","33.29"
"06.10.2022 15:00 - 06.10.2022 16:00","61.25"
"06.10.2022 16:00 - 06.10.2022 17:00","72.65"
"06.10.2022 17:00 - 06.10.2022 18:00","190.83"
"06.10.2022 18:00 - 06.10.2022 19:00","297.27"
"06.10.2022 19:00 - 06.10.2022 20:00","360.08"
"06.10.2022 20:00 - 06.10.2022 21:00","274.09"
"06.10.2022 21:00 - 06.10.2022 22:00","190.56"
"06.10.2022 22:00 - 06.10.2022 23:00","175.38"
"06.10.2022 23:00 - 07.10.2022 00:00","175.37"
"07.10.2022 00:00 - 07.10.2022 01:00","178.95"
"07.10.2022 01:00 - 07.10.2022 02:00","145.40"
"07.10.2022 02:00 - 07.10.2022 03:00","145.73"
"07.10.2022 03:00 - 07.10.2022 04:00","148.52"
"07.10.2022 04:00 - 07.10.2022 05:00","151.00"
"07.10.2022 05:00 - 07.10.2022 06:00","172.83"
"07.10.2022 06:00 - 07.10.2022 07:00","209.57"
"07.10.2022 07:00 - 07.10.2022 08:00","301.66"
"07.10.2022 08:00 - 07.10.2022 09:00","250.11"
"07.10.2022 09:00 - 07.10.2022 10:00","188.96"
"07.10.2022 10:00 - 07.10.2022 11:00","160.65"
"07.10.2022 11:00 - 07.10.2022 12:00","76.40"
"07.10.2022 12:00 - 07.10.2022 13:00","66.64"
"07.10.2022 13:00 - 07.10.2022 14:00","64.02"
"07.10.2022 14:00 - 07.10.2022 15:00","64.90"
"07.10.2022 15:00 - 07.10.2022 16:00","72.71"
"07.10.2022 16:00 - 07.10.2022 17:00","143.89"
"07.10.2022 17:00 - 07.10.2022 18:00","205.28"
"07.10.2022 18:00 - 07.10.2022 19:00","252.56"
"07.10.2022 19:00 - 07.10.2022 20:00","289.47"
"07.10.2022 20:00 - 07.10.2022 21:00","197.57"
"07.10.2022 21:00 - 07.10.2022 22:00","155.02"
"07.10.2022 22:00 - 07.10.2022 23:00","169.49"
"07.10.2022 23:00 - 08.10.2022 00:00","122.03"
"08.10.2022 00:00 - 08.10.2022 01:00","131.32"
"08.10.2022 01:00 - 08.10.2022 02:00","114.67"
"08.10.2022 02:00 - 08.10.2022 03:00","117.62"
"08.10.2022 03:00 - 08.10.2022 04:00","121.91"
"08.10.2022 04:00 - 08.10.2022 05:00","119.99"
"08.10.2022 05:00 - 08.10.2022 06:00","130.05"
"08.10.2022 06:00 - 08.10.2022 07:00","116.89"
"08.10.2022 07:00 - 08.10.2022 08:00","142.86"
"08.10.2022 08:00 - 08.10.2022 09:00","167.72"
"08.10.2022 09:00 - 08.10.2022 10:00","191.09"
"08.10.2022 10:00 - 08.10.2022 11:00","165.29"
"08.10.2022 11:00 - 08.10.2022 12:00","106.03"
"08.10.2022 12:00 - 08.10.2022 13:00","68.36"
"08.10.2022 13:00 - 08.10.2022 14:00","49.58"
"08.10.2022 14:00 - 08.10.2022 15:00","45.91"
"08.10.2022 15:00 - 08.10.2022 16:00","78.34"
"08.10.2022 16:00 - 08.10.2022 17:00","76.42"
"08.10.2022 17:00 - 08.10.2022 18:00","166.40"
"08.10.2022 18:00 - 08.10.2022 19:00","244.64"
"08.10.2022 19:00 - 08.10.2022 20:00","302.03"
"08.10.2022 20:00 - 08.10.2022 21:00","229.95"
"08.10.2022 21:00 - 08.10.2022 22:00","231.06"
"08.10.2022 22:00 - 08.10.2022 23:00","189.32"
"08.10.2022 23:00 - 09.10.2022 00:00","180.66"
"09.10.2022 00:00 - 09.10.2022 01:00","216.13"
"09.10.2022 01:00 - 09.10.2022 02:00","195.02"
"09.10.2022 02:00 - 09.10.2022 03:00","189.41"
"09.10.2022 03:00 - 09.10.2022 04:00","162.10"
"09.10.2022 04:00 - 09.10.2022 05:00","141.95"
"09.10.2022 05:00 - 09.10.2022 06:00","147.12"
"09.10.2022 06:00 - 09.10.2022 07:00","153.00"
"09.10.2022 07:00 - 09.10.2022 08:00","195.68"
"09.10.2022 08:00 - 09.10.2022 09:00","196.70"
"09.10.2022 09:00 - 09.10.2022 10:00","150.85"
"09.10.2022 10:00 - 09.10.2022 11:00","116.00"
"09.10.2022 11:00 - 09.10.2022 12:00","87.69"
"09.10.2022 12:00 - 09.10.2022 13:00","60.10"
"09.10.2022 13:00 - 09.10.2022 14:00","51.60"
"09.10.2022 14:00 - 09.10.2022 15:00","56.51"
"09.10.2022 15:00 - 09.10.2022 16:00","80.09"
"09.10.2022 16:00 - 09.10.2022 17:00","132.38"
"09.10.2022 17:00 - 09.10.2022 18:00","183.08"
"09.10.2022 18:00 - 09.10.2022 19:00","198.84"
"09.10.2022 19:00 - 09.10.2022 20:00","258.74"
"09.10.2022 20:00 - 09.10.2022 21:00","178.58"
"09.10.2022 21:00 - 09.10.2022 22:00","147.61"
"09.10.2022 22:00 - 09.10.2022 23:00","122.35"
"09.10.2022 23:00 - 10.10.2022 00:00","99.86"
"10.10.2022 00:00 - 10.10.2022 01:00","69.37"
"10.10.2022 01:00 - 10.10.2022 02:00","70.87"
"10.10.2022 02:00 - 10.10.2022 03:00","70.83"
"10.10.2022 03:00 - 10.10.2022 04:00","70.89"
"10.10.2022 04:00 - 10.10.2022 05:00","80.67"
"10.10.2022 05:00 - 10.10.2022 06:00","141.40"
"10.10.2022 06:00 - 10.10.2022 07:00","167.79"
"10.10.2022 07:00 - 10.10.2022 08:00","227.26"
"10.10.2022 08:00 - 10.10.2022 09:00","266.36"
"10.10.2022 09:00 - 10.10.2022 10:00","217.18"
"10.10.2022 10:00 - 10.10.2022 11:00","165.03"
"10.10.2022 11:00 - 10.10.2022 12:00","160.58"
"10.10.2022 12:00 - 10.10.2022 13:00","133.46"
"10.10.2022 13:00 - 10.10.2022 14:00","131.08"
"10.10.2022 14:00 - 10.10.2022 15:00","131.17"
"10.10.2022 15:00 - 10.10.2022 16:00","139.37"
"10.10.2022 16:00 - 10.10.2022 17:00","158.86"
"10.10.2022 17:00 - 10.10.2022 18:00","210.58"
"10.10.2022 18:00 - 10.10.2022 19:00","247.81"
"10.10.2022 19:00 - 10.10.2022 20:00","276.74"
"10.10.2022 20:00 - 10.10.2022 21:00","227.97"
"10.10.2022 21:00 - 10.10.2022 22:00","197.78"
"10.10.2022 22:00 - 10.10.2022 23:00","167.77"
"10.10.2022 23:00 - 11.10.2022 00:00","159.34"
"11.10.2022 00:00 - 11.10.2022 01:00","155.00"
"11.10.2022 01:00 - 11.10.2022 02:00","174.30"
"11.10.2022 02:00 - 11.10.2022 03:00","174.30"
"11.10.2022 03:00 - 11.10.2022 04:00","171.54"
"11.10.2022 04:00 - 11.10.2022 05:00","170.13"
"11.10.2022 05:00 - 11.10.2022 06:00","169.20"
"11.10.2022 06:00 - 11.10.2022 07:00","253.98"
"11.10.2022 07:00 - 11.10.2022 08:00","299.91"
"11.10.2022 08:00 - 11.10.2022 09:00","348.98"
"11.10.2022 09:00 - 11.10.2022 10:00","300.72"
"11.10.2022 10:00 - 11.10.2022 11:00","258.72"
"11.10.2022 11:00 - 11.10.2022 12:00","239.35"
"11.10.2022 12:00 - 11.10.2022 13:00","206.75"
"11.10.2022 13:00 - 11.10.2022 14:00","203.35"
"11.10.2022 14:00 - 11.10.2022 15:00","207.92"
"11.10.2022 15:00 - 11.10.2022 16:00","225.26"
"11.10.2022 16:00 - 11.10.2022 17:00","258.95"
"11.10.2022 17:00 - 11.10.2022 18:00","323.90"
"11.10.2022 18:00 - 11.10.2022 19:00","442.72"
"11.10.2022 19:00 - 11.10.2022 20:00","484.75"
"11.10.2022 20:00 - 11.10.2022 21:00","351.65"
"11.10.2022 21:00 - 11.10.2022 22:00","295.02"
"11.10.2022 22:00 - 11.10.2022 23:00","262.03"
"11.10.2022 23:00 - 12.10.2022 00:00","258.54"
"12.10.2022 00:00 - 12.10.2022 01:00","236.57"
"12.10.2022 01:00 - 12.10.2022 02:00","222.21"
"12.10.2022 02:00 - 12.10.2022 03:00","207.56"
"12.10.2022 03:00 - 12.10.2022 04:00","198.99"
"12.10.2022 04:00 - 12.10.2022 05:00","219.90"
"12.10.2022 05:00 - 12.10.2022 06:00","240.68"
"12.10.2022 06:00 - 12.10.2022 07:00","307.75"
"12.10.2022 07:00 - 12.10.2022 08:00","480.12"
"12.10.2022 08:00 - 12.10.2022 09:00","479.30"
"12.10.2022 09:00 - 12.10.2022 10:00","334.03"
"12.10.2022 10:00 - 12.10.2022 11:00","283.73"
"12.10.2022 11:00 - 12.10.2022 12:00","232.08"
"12.10.2022 12:00 - 12.10.2022 13:00","213.64"
"12.10.2022 13:00 - 12.10.2022 14:00","217.90"
"12.10.2022 14:00 - 12.10.2022 15:00","217.58"
"12.10.2022 15:00 - 12.10.2022 16:00","224.31"
"12.10.2022 16:00 - 12.10.2022 17:00","241.53"
"12.10.2022 17:00 - 12.10.2022 18:00","295.09"
"12.10.2022 18:00 - 12.10.2022 19:00","378.40"
"12.10.2022 19:00 - 12.10.2022 20:00","479.97"
"12.10.2022 20:00 - 12.10.2022 21:00","324.38"
"12.10.2022 21:00 - 12.10.2022 22:00","273.02"
"12.10.2022 22:00 - 12.10.2022 23:00","243.55"
"12.10.2022 23:00 - 13.10.2022 00:00","228.57"
"13.10.2022 00:00 - 13.10.2022 01:00","218.66"
"13.10.2022 01:00 - 13.10.2022 02:00","210.00"
"13.10.2022 02:00 - 13.10.2022 03:00","193.80"
"13.10.2022 03:00 - 13.10.2022 04:00","182.96"
"13.10.2022 04:00 - 13.10.2022 05:00","195.02"
"13.10.2022 05:00 - 13.10.2022 06:00","218.46"
"13.10.2022 06:00 - 13.10.2022 07:00","257.47"
"13.10.2022 07:00 - 13.10.2022 08:00","285.81"
"13.10.2022 08:00 - 13.10.2022 09:00","332.53"
"13.10.2022 09:00 - 13.10.2022 10:00","301.56"
"13.10.2022 10:00 - 13.10.2022 11:00","280.05"
"13.10.2022 11:00 - 13.10.2022 12:00","277.70"
"13.10.2022 12:00 - 13.10.2022 13:00","262.70"
"13.10.2022 13:00 - 13.10.2022 14:00","254.99"
"13.10.2022 14:00 - 13.10.2022 15:00","255.00"
"13.10.2022 15:00 - 13.10.2022 16:00","263.58"
"13.10.2022 16:00 - 13.10.2022 17:00","267.05"
"13.10.2022 17:00 - 13.10.2022 18:00","292.35"
"13.10.2022 18:00 - 13.10.2022 19:00","319.66"
"13.10.2022 19:00 - 13.10.2022 20:00","343.70"
"13.10.2022 20:00 - 13.10.2022 21:00","290.10"
"13.10.2022 21:00 - 13.10.2022 22:00","248.54"
"13.10.2022 22:00 - 13.10.2022 23:00","225.19"
"13.10.2022 23:00 - 14.10.2022 00:00","202.06"
"14.10.2022 00:00 - 14.10.2022 01:00","231.32"
"14.10.2022 01:00 - 14.10.2022 02:00","219.60"
"14.10.2022 02:00 - 14.10.2022 03:00","212.12"
"14.10.2022 03:00 - 14.10.2022 04:00","211.62"
"14.10.2022 04:00 - 14.10.2022 05:00","218.92"
"14.10.2022 05:00 - 14.10.2022 06:00","229.49"
"14.10.2022 06:00 - 14.10.2022 07:00","278.37"
"14.10.2022 07:00 - 14.10.2022 08:00","350.00"
"14.10.2022 08:00 - 14.10.2022 09:00","412.65"
"14.10.2022 09:00 - 14.10.2022 10:00","327.39"
"14.10.2022 10:00 - 14.10.2022 11:00","297.26"
"14.10.2022 11:00 - 14.10.2022 12:00","282.41"
"14.10.2022 12:00 - 14.10.2022 13:00","262.01"
"14.10.2022 13:00 - 14.10.2022 14:00","238.37"
"14.10.2022 14:00 - 14.10.2022 15:00","221.42"
"14.10.2022 15:00 - 14.10.2022 16:00","242.69"
"14.10.2022 16:00 - 14.10.2022 17:00","258.60"
"14.10.2022 17:00 - 14.10.2022 18:00","274.00"
"14.10.2022 18:00 - 14.10.2022 19:00","290.00"
"14.10.2022 19:00 - 14.10.2022 20:00","299.30"
"14.10.2022 20:00 - 14.10.2022 21:00","266.99"
"14.10.2022 21:00 - 14.10.2022 22:00","217.94"
"14.10.2022 22:00 - 14.10.2022 23:00","220.03"
"14.10.2022 23:00 - 15.10.2022 00:00","193.00"
"15.10.2022 00:00 - 15.10.2022 01:00","191.76"
"15.10.2022 01:00 - 15.10.2022 02:00","174.00"
"15.10.2022 02:00 - 15.10.2022 03:00","163.80"
"15.10.2022 03:00 - 15.10.2022 04:00","144.74"
"15.10.2022 04:00 - 15.10.2022 05:00","139.90"
"15.10.2022 05:00 - 15.10.2022 06:00","133.36"
"15.10.2022 06:00 - 15.10.2022 07:00","147.49"
"15.10.2022 07:00 - 15.10.2022 08:00","159.44"
"15.10.2022 08:00 - 15.10.2022 09:00","186.62"
"15.10.2022 09:00 - 15.10.2022 10:00","199.33"
"15.10.2022 10:00 - 15.10.2022 11:00","185.09"
"15.10.2022 11:00 - 15.10.2022 12:00","160.00"
"15.10.2022 12:00 - 15.10.2022 13:00","144.91"
"15.10.2022 13:00 - 15.10.2022 14:00","136.57"
"15.10.2022 14:00 - 15.10.2022 15:00","118.78"
"15.10.2022 15:00 - 15.10.2022 16:00","120.00"
"15.10.2022 16:00 - 15.10.2022 17:00","133.21"
"15.10.2022 17:00 - 15.10.2022 18:00","169.45"
"15.10.2022 18:00 - 15.10.2022 19:00","184.83"
"15.10.2022 19:00 - 15.10.2022 20:00","195.73"
"15.10.2022 20:00 - 15.10.2022 21:00","158.04"
"15.10.2022 21:00 - 15.10.2022 22:00","143.39"
"15.10.2022 22:00 - 15.10.2022 23:00","140.08"
"15.10.2022 23:00 - 16.10.2022 00:00","128.71"
"16.10.2022 00:00 - 16.10.2022 01:00","76.54"
"16.10.2022 01:00 - 16.10.2022 02:00","67.90"
"16.10.2022 02:00 - 16.10.2022 03:00","65.99"
"16.10.2022 03:00 - 16.10.2022 04:00","69.44"
"16.10.2022 04:00 - 16.10.2022 05:00","79.12"
"16.10.2022 05:00 - 16.10.2022 06:00","75.55"
"16.10.2022 06:00 - 16.10.2022 07:00","71.40"
"16.10.2022 07:00 - 16.10.2022 08:00","75.95"
"16.10.2022 08:00 - 16.10.2022 09:00","87.58"
"16.10.2022 09:00 - 16.10.2022 10:00","84.83"
"16.10.2022 10:00 - 16.10.2022 11:00","75.32"
"16.10.2022 11:00 - 16.10.2022 12:00","67.51"
"16.10.2022 12:00 - 16.10.2022 13:00","51.01"
"16.10.2022 13:00 - 16.10.2022 14:00","12.49"
"16.10.2022 14:00 - 16.10.2022 15:00","16.74"
"16.10.2022 15:00 - 16.10.2022 16:00","64.99"
"16.10.2022 16:00 - 16.10.2022 17:00","75.44"
"16.10.2022 17:00 - 16.10.2022 18:00","168.01"
"16.10.2022 18:00 - 16.10.2022 19:00","195.27"
"16.10.2022 19:00 - 16.10.2022 20:00","222.87"
"16.10.2022 20:00 - 16.10.2022 21:00","177.16"
"16.10.2022 21:00 - 16.10.2022 22:00","144.96"
"16.10.2022 22:00 - 16.10.2022 23:00","140.04"
"16.10.2022 23:00 - 17.10.2022 00:00","134.55"
"17.10.2022 00:00 - 17.10.2022 01:00","128.31"
"17.10.2022 01:00 - 17.10.2022 02:00","114.41"
"17.10.2022 02:00 - 17.10.2022 03:00","105.65"
"17.10.2022 03:00 - 17.10.2022 04:00","89.64"
"17.10.2022 04:00 - 17.10.2022 05:00","86.14"
"17.10.2022 05:00 - 17.10.2022 06:00","108.44"
"17.10.2022 06:00 - 17.10.2022 07:00","129.28"
"17.10.2022 07:00 - 17.10.2022 08:00","158.64"
"17.10.2022 08:00 - 17.10.2022 09:00","182.42"
"17.10.2022 09:00 - 17.10.2022 10:00","161.10"
"17.10.2022 10:00 - 17.10.2022 11:00","128.32"
"17.10.2022 11:00 - 17.10.2022 12:00","128.92"
"17.10.2022 12:00 - 17.10.2022 13:00","117.49"
"17.10.2022 13:00 - 17.10.2022 14:00","117.64"
"17.10.2022 14:00 - 17.10.2022 15:00","123.27"
"17.10.2022 15:00 - 17.10.2022 16:00","139.38"
"17.10.2022 16:00 - 17.10.2022 17:00","169.71"
"17.10.2022 17:00 - 17.10.2022 18:00","222.32"
"17.10.2022 18:00 - 17.10.2022 19:00","266.23"
"17.10.2022 19:00 - 17.10.2022 20:00","272.22"
"17.10.2022 20:00 - 17.10.2022 21:00","229.93"
"17.10.2022 21:00 - 17.10.2022 22:00","175.42"
"17.10.2022 22:00 - 17.10.2022 23:00","162.65"
"17.10.2022 23:00 - 18.10.2022 00:00","145.02"
"18.10.2022 00:00 - 18.10.2022 01:00","141.64"
"18.10.2022 01:00 - 18.10.2022 02:00","135.71"
"18.10.2022 02:00 - 18.10.2022 03:00","140.35"
"18.10.2022 03:00 - 18.10.2022 04:00","139.95"
"18.10.2022 04:00 - 18.10.2022 05:00","150.30"
"18.10.2022 05:00 - 18.10.2022 06:00","149.51"
"18.10.2022 06:00 - 18.10.2022 07:00","198.47"
"18.10.2022 07:00 - 18.10.2022 08:00","258.73"
"18.10.2022 08:00 - 18.10.2022 09:00","277.30"
"18.10.2022 09:00 - 18.10.2022 10:00","242.16"
"18.10.2022 10:00 - 18.10.2022 11:00","201.96"
"18.10.2022 11:00 - 18.10.2022 12:00","180.01"
"18.10.2022 12:00 - 18.10.2022 13:00","167.15"
"18.10.2022 13:00 - 18.10.2022 14:00","152.92"
"18.10.2022 14:00 - 18.10.2022 15:00","145.93"
"18.10.2022 15:00 - 18.10.2022 16:00","153.57"
"18.10.2022 16:00 - 18.10.2022 17:00","158.83"
"18.10.2022 17:00 - 18.10.2022 18:00","219.78"
"18.10.2022 18:00 - 18.10.2022 19:00","245.16"
"18.10.2022 19:00 - 18.10.2022 20:00","251.43"
"18.10.2022 20:00 - 18.10.2022 21:00","201.05"
"18.10.2022 21:00 - 18.10.2022 22:00","167.09"
"18.10.2022 22:00 - 18.10.2022 23:00","163.29"
"18.10.2022 23:00 - 19.10.2022 00:00","153.92"
"19.10.2022 00:00 - 19.10.2022 01:00","131.62"
"19.10.2022 01:00 - 19.10.2022 02:00","125.18"
"19.10.2022 02:00 - 19.10.2022 03:00","121.42"
"19.10.2022 03:00 - 19.10.2022 04:00","125.12"
"19.10.2022 04:00 - 19.10.2022 05:00","133.18"
"19.10.2022 05:00 - 19.10.2022 06:00","148.60"
"19.10.2022 06:00 - 19.10.2022 07:00","169.43"
"19.10.2022 07:00 - 19.10.2022 08:00","240.65"
"19.10.2022 08:00 - 19.10.2022 09:00","247.74"
"19.10.2022 09:00 - 19.10.2022 10:00","216.69"
"19.10.2022 10:00 - 19.10.2022 11:00","187.31"
"19.10.2022 11:00 - 19.10.2022 12:00","174.76"
"19.10.2022 12:00 - 19.10.2022 13:00","152.62"
"19.10.2022 13:00 - 19.10.2022 14:00","148.19"
"19.10.2022 14:00 - 19.10.2022 15:00","142.48"
"19.10.2022 15:00 - 19.10.2022 16:00","151.26"
"19.10.2022 16:00 - 19.10.2022 17:00","168.93"
"19.10.2022 17:00 - 19.10.2022 18:00","197.84"
"19.10.2022 18:00 - 19.10.2022 19:00","240.16"
"19.10.2022 19:00 - 19.10.2022 20:00","226.92"
"19.10.2022 20:00 - 19.10.2022 21:00","166.50"
"19.10.2022 21:00 - 19.10.2022 22:00","146.57"
"19.10.2022 22:00 - 19.10.2022 23:00","148.15"
"19.10.2022 23:00 - 20.10.2022 00:00","131.57"
"20.10.2022 00:00 - 20.10.2022 01:00","127.53"
"20.10.2022 01:00 - 20.10.2022 02:00","114.89"
"20.10.2022 02:00 - 20.10.2022 03:00","77.39"
"20.10.2022 03:00 - 20.10.2022 04:00","76.02"
"20.10.2022 04:00 - 20.10.2022 05:00","71.97"
"20.10.2022 05:00 - 20.10.2022 06:00","112.34"
"20.10.2022 06:00 - 20.10.2022 07:00","149.52"
"20.10.2022 07:00 - 20.10.2022 08:00","172.71"
"20.10.2022 08:00 - 20.10.2022 09:00","195.81"
"20.10.2022 09:00 - 20.10.2022 10:00","167.65"
"20.10.2022 10:00 - 20.10.2022 11:00","167.41"
"20.10.2022 11:00 - 20.10.2022 12:00","155.51"
"20.10.2022 12:00 - 20.10.2022 13:00","132.20"
"20.10.2022 13:00 - 20.10.2022 14:00","129.66"
"20.10.2022 14:00 - 20.10.2022 15:00","130.30"
"20.10.2022 15:00 - 20.10.2022 16:00","138.61"
"20.10.2022 16:00 - 20.10.2022 17:00","149.14"
"20.10.2022 17:00 - 20.10.2022 18:00","169.34"
"20.10.2022 18:00 - 20.10.2022 19:00","177.68"
"20.10.2022 19:00 - 20.10.2022 20:00","184.05"
"20.10.2022 20:00 - 20.10.2022 21:00","167.18"
"20.10.2022 21:00 - 20.10.2022 22:00","141.48"
"20.10.2022 22:00 - 20.10.2022 23:00","132.73"
"20.10.2022 23:00 - 21.10.2022 00:00","124.11"
"21.10.2022 00:00 - 21.10.2022 01:00","131.73"
"21.10.2022 01:00 - 21.10.2022 02:00","118.62"
"21.10.2022 02:00 - 21.10.2022 03:00","113.36"
"21.10.2022 03:00 - 21.10.2022 04:00","111.01"
"21.10.2022 04:00 - 21.10.2022 05:00","115.97"
"21.10.2022 05:00 - 21.10.2022 06:00","136.36"
"21.10.2022 06:00 - 21.10.2022 07:00","155.77"
"21.10.2022 07:00 - 21.10.2022 08:00","180.85"
"21.10.2022 08:00 - 21.10.2022 09:00","194.58"
"21.10.2022 09:00 - 21.10.2022 10:00","194.62"
"21.10.2022 10:00 - 21.10.2022 11:00","181.74"
"21.10.2022 11:00 - 21.10.2022 12:00","177.96"
"21.10.2022 12:00 - 21.10.2022 13:00","174.07"
"21.10.2022 13:00 - 21.10.2022 14:00","166.50"
"21.10.2022 14:00 - 21.10.2022 15:00","168.96"
"21.10.2022 15:00 - 21.10.2022 16:00","171.07"
"21.10.2022 16:00 - 21.10.2022 17:00","178.83"
"21.10.2022 17:00 - 21.10.2022 18:00","197.18"
"21.10.2022 18:00 - 21.10.2022 19:00","201.49"
"21.10.2022 19:00 - 21.10.2022 20:00","209.94"
"21.10.2022 20:00 - 21.10.2022 21:00","179.04"
"21.10.2022 21:00 - 21.10.2022 22:00","164.60"
"21.10.2022 22:00 - 21.10.2022 23:00","155.34"
"21.10.2022 23:00 - 22.10.2022 00:00","143.21"
"22.10.2022 00:00 - 22.10.2022 01:00","143.22"
"22.10.2022 01:00 - 22.10.2022 02:00","132.71"
"22.10.2022 02:00 - 22.10.2022 03:00","129.03"
"22.10.2022 03:00 - 22.10.2022 04:00","132.49"
"22.10.2022 04:00 - 22.10.2022 05:00","132.74"
"22.10.2022 05:00 - 22.10.2022 06:00","134.90"
"22.10.2022 06:00 - 22.10.2022 07:00","133.80"
"22.10.2022 07:00 - 22.10.2022 08:00","141.20"
"22.10.2022 08:00 - 22.10.2022 09:00","145.49"
"22.10.2022 09:00 - 22.10.2022 10:00","145.60"
"22.10.2022 10:00 - 22.10.2022 11:00","140.45"
"22.10.2022 11:00 - 22.10.2022 12:00","132.35"
"22.10.2022 12:00 - 22.10.2022 13:00","129.14"
"22.10.2022 13:00 - 22.10.2022 14:00","121.17"
"22.10.2022 14:00 - 22.10.2022 15:00","114.85"
"22.10.2022 15:00 - 22.10.2022 16:00","116.80"
"22.10.2022 16:00 - 22.10.2022 17:00","132.80"
"22.10.2022 17:00 - 22.10.2022 18:00","159.12"
"22.10.2022 18:00 - 22.10.2022 19:00","179.13"
"22.10.2022 19:00 - 22.10.2022 20:00","183.23"
"22.10.2022 20:00 - 22.10.2022 21:00","164.16"
"22.10.2022 21:00 - 22.10.2022 22:00","143.00"
"22.10.2022 22:00 - 22.10.2022 23:00","137.01"
"22.10.2022 23:00 - 23.10.2022 00:00","132.42"
"23.10.2022 00:00 - 23.10.2022 01:00","110.66"
"23.10.2022 01:00 - 23.10.2022 02:00","99.15"
"23.10.2022 02:00 - 23.10.2022 03:00","93.54"
"23.10.2022 03:00 - 23.10.2022 04:00","90.00"
"23.10.2022 04:00 - 23.10.2022 05:00","92.21"
"23.10.2022 05:00 - 23.10.2022 06:00","88.55"
"23.10.2022 06:00 - 23.10.2022 07:00","104.80"
"23.10.2022 07:00 - 23.10.2022 08:00","110.00"
"23.10.2022 08:00 - 23.10.2022 09:00","121.46"
"23.10.2022 09:00 - 23.10.2022 10:00","114.86"
"23.10.2022 10:00 - 23.10.2022 11:00","96.00"
"23.10.2022 11:00 - 23.10.2022 12:00","93.23"
"23.10.2022 12:00 - 23.10.2022 13:00","83.47"
"23.10.2022 13:00 - 23.10.2022 14:00","76.17"
"23.10.2022 14:00 - 23.10.2022 15:00","78.31"
"23.10.2022 15:00 - 23.10.2022 16:00","80.02"
"23.10.2022 16:00 - 23.10.2022 17:00","89.23"
"23.10.2022 17:00 - 23.10.2022 18:00","103.87"
"23.10.2022 18:00 - 23.10.2022 19:00","112.44"
"23.10.2022 19:00 - 23.10.2022 20:00","115.49"
"23.10.2022 20:00 - 23.10.2022 21:00","102.98"
"23.10.2022 21:00 - 23.10.2022 22:00","87.33"
"23.10.2022 22:00 - 23.10.2022 23:00","80.71"
"23.10.2022 23:00 - 24.10.2022 00:00","73.53"
"24.10.2022 00:00 - 24.10.2022 01:00","52.81"
"24.10.2022 01:00 - 24.10.2022 02:00","49.82"
"24.10.2022 02:00 - 24.10.2022 03:00","38.08"
"24.10.2022 03:00 - 24.10.2022 04:00","25.08"
"24.10.2022 04:00 - 24.10.2022 05:00","38.07"
"24.10.2022 05:00 - 24.10.2022 06:00","52.33"
"24.10.2022 06:00 - 24.10.2022 07:00","68.29"
"24.10.2022 07:00 - 24.10.2022 08:00","103.69"
"24.10.2022 08:00 - 24.10.2022 09:00","122.10"
"24.10.2022 09:00 - 24.10.2022 10:00","108.91"
"24.10.2022 10:00 - 24.10.2022 11:00","104.75"
"24.10.2022 11:00 - 24.10.2022 12:00","81.49"
"24.10.2022 12:00 - 24.10.2022 13:00","68.10"
"24.10.2022 13:00 - 24.10.2022 14:00","67.82"
"24.10.2022 14:00 - 24.10.2022 15:00","68.19"
"24.10.2022 15:00 - 24.10.2022 16:00","76.16"
"24.10.2022 16:00 - 24.10.2022 17:00","82.50"
"24.10.2022 17:00 - 24.10.2022 18:00","109.98"
"24.10.2022 18:00 - 24.10.2022 19:00","122.27"
"24.10.2022 19:00 - 24.10.2022 20:00","134.30"
"24.10.2022 20:00 - 24.10.2022 21:00","109.23"
"24.10.2022 21:00 - 24.10.2022 22:00","86.73"
"24.10.2022 22:00 - 24.10.2022 23:00","85.67"
"24.10.2022 23:00 - 25.10.2022 00:00","78.40"
"25.10.2022 00:00 - 25.10.2022 01:00","56.93"
"25.10.2022 01:00 - 25.10.2022 02:00","50.59"
"25.10.2022 02:00 - 25.10.2022 03:00","56.49"
"25.10.2022 03:00 - 25.10.2022 04:00","56.19"
"25.10.2022 04:00 - 25.10.2022 05:00","67.40"
"25.10.2022 05:00 - 25.10.2022 06:00","70.67"
